College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Technical,1,90.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Technical,1,90.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Technical,1,88.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Technical,1,88.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Technical,1,76.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,93
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Non Technical,1,84.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Other Than Home District,Non Technical,1,89
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Other Than Home District,Non Technical,1,88.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Other Than Home District,Non Technical,1,85.17
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Non Technical,1,91.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Other Than Home District,Non Technical,1,89
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Non Technical,1,93.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Other Than Home District,Non Technical,1,85.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Other Than Home District,Non Technical,1,60
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,F,Other Than Home District,Non Technical,1,90.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Other Than Home District,Non Technical,1,92.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Other Than Home District,Non Technical,1,91.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,DEF,G,State Level,Non Technical,1,63
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,EWS,G,State Level,Non Technical,1,76.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Non Technical,1,93.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,92
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Non Technical,1,86.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Home District,Non Technical,1,74.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Non Technical,1,89.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Home District,Non Technical,1,88.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Home District,Non Technical,1,89.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Non Technical,1,91.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Home District,Non Technical,1,91.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,81.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Non Technical,1,93
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Home District,Non Technical,1,86.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,F,Home District,Non Technical,1,86.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Non Technical,1,91
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Non Technical,1,91.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,88.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Technical,1,66.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Technical,1,87.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Technical,1,87.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Technical,1,90.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Technical,1,88.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Technical,1,88.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Technical,1,90.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,93
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Non Technical,1,84.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Other Than Home District,Non Technical,1,89
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Other Than Home District,Non Technical,1,88.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Non Technical,1,85.17
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Other Than Home District,Non Technical,1,91.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Non Technical,1,89
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Other Than Home District,Non Technical,1,93.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Other Than Home District,Non Technical,1,85.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,F,Other Than Home District,Non Technical,1,60
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Other Than Home District,Non Technical,1,90.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Other Than Home District,Non Technical,1,92.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Other Than Home District,Non Technical,1,91.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,82.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Technical,1,87.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Technical,1,87.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Technical,1,70.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Technical,1,87
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,DEFS,G,State Level,Non Technical,1,89.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,EWS,G,State Level,Non Technical,1,63.67
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Technical,1,76.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,G,State Level,Non Technical,1,93.4
Government Polytechnic Nashik,Mechatronics,OPEN,M,Home District,Non Technical,1,93.4
Government Polytechnic Nashik,Mechatronics,SC,M,Home District,Non Technical,1,84.4
Government Polytechnic Nashik,Mechatronics,NTB,M,Home District,Non Technical,1,76.5
Government Polytechnic Nashik,Mechatronics,NTD,M,Home District,Non Technical,1,87.8
Government Polytechnic Nashik,Mechatronics,OBC,M,Home District,Non Technical,1,91.2
Government Polytechnic Nashik,Mechatronics,SEBC,M,Home District,Non Technical,1,91.2
Government Polytechnic Nashik,Mechatronics,OPEN,F,Home District,Non Technical,1,69.2
Government Polytechnic Nashik,Mechatronics,SC,F,Home District,Non Technical,1,91.6
Government Polytechnic Nashik,Mechatronics,OBC,F,Home District,Non Technical,1,83.67
Government Polytechnic Nashik,Mechatronics,SEBC,F,Home District,Non Technical,1,91.4
Government Polytechnic Nashik,Mechatronics,OPEN,F,Home District,Technical,1,88.8
Government Polytechnic Nashik,Mechatronics,OBC,F,Home District,Technical,1,86.2
Government Polytechnic Nashik,Mechatronics,SEBC,M,Other Than Home District,Technical,1,71.8
Government Polytechnic Nashik,Mechatronics,OPEN,M,Other Than Home District,Non Technical,1,90.2
Government Polytechnic Nashik,Mechatronics,SC,M,Other Than Home District,Non Technical,1,90.2
Government Polytechnic Nashik,Mechatronics,OBC,M,Other Than Home District,Non Technical,1,86
Government Polytechnic Nashik,Mechatronics,OPEN,F,Other Than Home District,Non Technical,1,90.2
Government Polytechnic Nashik,Mechatronics,NTC,F,Other Than Home District,Non Technical,1,88.4
Government Polytechnic Nashik,Mechatronics,NTC,F,Other Than Home District,Non Technical,1,88
Government Polytechnic Nashik,Mechatronics,NTD,F,Other Than Home District,Non Technical,1,87.8
Government Polytechnic Nashik,Mechatronics,NTA,F,Other Than Home District,Non Technical,1,59.5
Government Polytechnic Nashik,Mechatronics,ST,M,Other Than Home District,Technical,1,77.6
Government Polytechnic Nashik,Mechatronics,EWS,G,State Level,Non Technical,1,51.6
Government Polytechnic Nashik,Mechatronics,TFWS,G,State Level,Technical,1,92.6
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Non Technical,1,84.2
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Non Technical,1,74.4
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Non Technical,1,75.6
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,M,Home District,Non Technical,1,83.8
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Non Technical,1,81.4
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Non Technical,1,85
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Home District,Non Technical,1,57.8
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,F,Home District,Non Technical,1,77.8
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Non Technical,1,82.8
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Home District,Non Technical,1,66.6
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Technical,1,90
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Technical,1,76.8
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Technical,1,83.4
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Technical,1,90.6
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,M,Other Than Home District,Non Technical,1,69.2
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,72.4
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Non Technical,1,66
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Other Than Home District,Non Technical,1,88.6
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Non Technical,1,60
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,46.4
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,F,Other Than Home District,Non Technical,1,67.6
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Technical,1,88.8
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Other Than Home District,Technical,1,66.83
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,M,Other Than Home District,Technical,1,72.4
Mahavir Polytechnic Nashik,Artificial Intelligence & Machine Learning,TFWS,G,State Level,Non Technical,1,86.4
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,M,Home District,Non Technical,1,83.2
Mahavir Polytechnic Nashik,Computer Engineering,SC,M,Home District,Non Technical,1,71.4
Mahavir Polytechnic Nashik,Computer Engineering,ST,M,Home District,Non Technical,1,68.2
Mahavir Polytechnic Nashik,Computer Engineering,NTB,M,Home District,Non Technical,1,76.8
Mahavir Polytechnic Nashik,Computer Engineering,NTD,M,Home District,Non Technical,1,82.2
Mahavir Polytechnic Nashik,Computer Engineering,OBC,M,Home District,Non Technical,1,82.4
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,F,Home District,Non Technical,1,84.2
Mahavir Polytechnic Nashik,Computer Engineering,SC,F,Home District,Non Technical,1,67.8
Mahavir Polytechnic Nashik,Computer Engineering,ST,F,Home District,Non Technical,1,57
Mahavir Polytechnic Nashik,Computer Engineering,NTC,F,Home District,Non Technical,1,67.2
Mahavir Polytechnic Nashik,Computer Engineering,NTB,F,Home District,Non Technical,1,82.6
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,M,Home District,Technical,1,89.4
Mahavir Polytechnic Nashik,Computer Engineering,SC,M,Home District,Technical,1,84.4
Mahavir Polytechnic Nashik,Computer Engineering,ST,M,Home District,Technical,1,69.8
Mahavir Polytechnic Nashik,Computer Engineering,OBC,M,Home District,Technical,1,87.8
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,77.4
Mahavir Polytechnic Nashik,Computer Engineering,NTC,M,Other Than Home District,Non Technical,1,72
Mahavir Polytechnic Nashik,Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,74.6
Mahavir Polytechnic Nashik,Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,86.2
